dataset,n_subjects,n_records,n_tasks,modality of exp,type of exp,Type Subject,duration_hours_total,size_bytes,size,source,dataset_title,record_modality,nchans_set,sampling_freqs,license,doi,nemar_citation_count
EEG2025r1,136,1342,10,Visual,Clinical/Intervention,Development,0.0,0,Unknown,nemar,Healthy Brain Network (HBN) EEG - Release 1 (BDF Converted),eeg,"[{""val"": 129, ""count"": 1342}]","[{""val"": 100.0, ""count"": 1342}]",CC-BY-SA 4.0,10.18112/openneuro.ds005505.v1.0.1,
EEG2025r10,533,2516,8,Visual,Clinical/Intervention,Development,0.0,0,Unknown,nemar,Healthy Brain Network (HBN) EEG - Release 10 (BDF Converted),eeg,"[{""val"": 129, ""count"": 2516}]","[{""val"": 100.0, ""count"": 2516}]",CC-BY-SA 4.0,,
EEG2025r10mini,20,220,8,Visual,Clinical/Intervention,Development,0.0,0,Unknown,nemar,Healthy Brain Network (HBN) EEG - Release 10 (BDF Converted),eeg,"[{""val"": 129, ""count"": 220}]","[{""val"": 100.0, ""count"": 220}]",CC-BY-SA 4.0,,
EEG2025r11,430,3397,8,Visual,Clinical/Intervention,Development,0.0,0,Unknown,nemar,Healthy Brain Network (HBN) EEG - Release 11 (BDF Converted),eeg,"[{""val"": 129, ""count"": 3397}]","[{""val"": 100.0, ""count"": 3397}]",CC-BY-SA 4.0,,
EEG2025r11mini,20,220,8,Visual,Clinical/Intervention,Development,0.0,0,Unknown,nemar,Healthy Brain Network (HBN) EEG - Release 11 (BDF Converted),eeg,"[{""val"": 129, ""count"": 220}]","[{""val"": 100.0, ""count"": 220}]",CC-BY-SA 4.0,,
EEG2025r1mini,20,239,10,Visual,Clinical/Intervention,Development,0.0,0,Unknown,nemar,Healthy Brain Network (HBN) EEG - Release 1 (BDF Converted),eeg,"[{""val"": 129, ""count"": 239}]","[{""val"": 100.0, ""count"": 239}]",CC-BY-SA 4.0,10.18112/openneuro.ds005505.v1.0.1,
EEG2025r2,150,1405,10,Visual,Clinical/Intervention,Development,0.0,0,Unknown,nemar,Healthy Brain Network (HBN) EEG - Release 2 (BDF Converted),eeg,"[{""val"": 129, ""count"": 1405}]","[{""val"": 100.0, ""count"": 1405}]",CC-BY-SA 4.0,10.18112/openneuro.ds005506.v1.0.1,
EEG2025r2mini,20,240,10,Visual,Clinical/Intervention,Development,0.0,0,Unknown,nemar,Healthy Brain Network (HBN) EEG - Release 2 (BDF Converted),eeg,"[{""val"": 129, ""count"": 240}]","[{""val"": 100.0, ""count"": 240}]",CC-BY-SA 4.0,10.18112/openneuro.ds005506.v1.0.1,
EEG2025r3,184,1812,10,Visual,Clinical/Intervention,Development,0.0,0,Unknown,nemar,Healthy Brain Network (HBN) EEG - Release 3 (BDF Converted),eeg,"[{""val"": 129, ""count"": 1812}]","[{""val"": 100.0, ""count"": 1812}]",CC-BY-SA 4.0,10.18112/openneuro.ds005507.v1.0.1,
EEG2025r3mini,20,240,10,Visual,Clinical/Intervention,Development,0.0,0,Unknown,nemar,Healthy Brain Network (HBN) EEG - Release 3 (BDF Converted),eeg,"[{""val"": 129, ""count"": 240}]","[{""val"": 100.0, ""count"": 240}]",CC-BY-SA 4.0,10.18112/openneuro.ds005507.v1.0.1,
EEG2025r4,324,3342,10,Visual,Clinical/Intervention,Development,0.0,0,Unknown,nemar,Healthy Brain Network (HBN) EEG - Release 4 (BDF Converted),eeg,"[{""val"": 129, ""count"": 3342}]","[{""val"": 100.0, ""count"": 3342}]",CC-BY-SA 4.0,10.18112/openneuro.ds005508.v1.0.1,
EEG2025r4mini,20,240,10,Visual,Clinical/Intervention,Development,0.0,0,Unknown,nemar,Healthy Brain Network (HBN) EEG - Release 4 (BDF Converted),eeg,"[{""val"": 129, ""count"": 240}]","[{""val"": 100.0, ""count"": 240}]",CC-BY-SA 4.0,10.18112/openneuro.ds005508.v1.0.1,
EEG2025r5,330,3326,10,Visual,Clinical/Intervention,Development,0.0,0,Unknown,nemar,Healthy Brain Network (HBN) EEG - Release 5 (BDF Converted),eeg,"[{""val"": 129, ""count"": 3326}]","[{""val"": 100.0, ""count"": 3326}]",CC-BY-SA 4.0,10.18112/openneuro.ds005509.v1.0.1,
EEG2025r5mini,20,240,10,Visual,Clinical/Intervention,Development,0.0,0,Unknown,nemar,Healthy Brain Network (HBN) EEG - Release 5 (BDF Converted),eeg,"[{""val"": 129, ""count"": 240}]","[{""val"": 100.0, ""count"": 240}]",CC-BY-SA 4.0,10.18112/openneuro.ds005509.v1.0.1,
EEG2025r6,135,1227,10,Visual,Clinical/Intervention,Development,0.0,0,Unknown,nemar,Healthy Brain Network (HBN) EEG - Release 6 (BDF Converted),eeg,"[{""val"": 129, ""count"": 1227}]","[{""val"": 100.0, ""count"": 1227}]",CC-BY-SA 4.0,10.18112/openneuro.ds005510.v1.0.1,
EEG2025r6mini,20,237,10,Visual,Clinical/Intervention,Development,0.0,0,Unknown,nemar,Healthy Brain Network (HBN) EEG - Release 6 (BDF Converted),eeg,"[{""val"": 129, ""count"": 237}]","[{""val"": 100.0, ""count"": 237}]",CC-BY-SA 4.0,10.18112/openneuro.ds005510.v1.0.1,
EEG2025r7,381,3100,10,Visual,Clinical/Intervention,Development,0.0,0,Unknown,nemar,Healthy Brain Network (HBN) EEG - Release 7 (BDF Converted),eeg,"[{""val"": 129, ""count"": 3090}, {""val"": 6, ""count"": 10}]","[{""val"": 100.0, ""count"": 3100}]",CC-BY-SA 4.0,10.18112/openneuro.ds005511.v1.0.1,
EEG2025r7mini,20,239,10,Visual,Clinical/Intervention,Development,0.0,0,Unknown,nemar,Healthy Brain Network (HBN) EEG - Release 7 (BDF Converted),eeg,"[{""val"": 129, ""count"": 239}]","[{""val"": 100.0, ""count"": 239}]",CC-BY-SA 4.0,10.18112/openneuro.ds005511.v1.0.1,
EEG2025r8,257,2320,10,Visual,Clinical/Intervention,Development,0.0,0,Unknown,nemar,Healthy Brain Network (HBN) EEG - Release 8 (BDF Converted),eeg,"[{""val"": 129, ""count"": 2320}]","[{""val"": 100.0, ""count"": 2320}]",CC-BY-SA 4.0,10.18112/openneuro.ds005512.v1.0.1,
EEG2025r8mini,20,238,10,Visual,Clinical/Intervention,Development,0.0,0,Unknown,nemar,Healthy Brain Network (HBN) EEG - Release 8 (BDF Converted),eeg,"[{""val"": 129, ""count"": 238}]","[{""val"": 100.0, ""count"": 238}]",CC-BY-SA 4.0,10.18112/openneuro.ds005512.v1.0.1,
EEG2025r9,295,2885,10,Visual,Clinical/Intervention,Development,0.0,0,Unknown,nemar,Healthy Brain Network (HBN) EEG - Release 9 (BDF Converted),eeg,"[{""val"": 129, ""count"": 2885}]","[{""val"": 100.0, ""count"": 2885}]",CC-BY-SA 4.0,10.18112/openneuro.ds005514.v1.0.1,
EEG2025r9mini,20,237,10,Visual,Clinical/Intervention,Development,0.0,0,Unknown,nemar,Healthy Brain Network (HBN) EEG - Release 9 (BDF Converted),eeg,"[{""val"": 129, ""count"": 237}]","[{""val"": 100.0, ""count"": 237}]",CC-BY-SA 4.0,10.18112/openneuro.ds005514.v1.0.1,
ds000117,17,104,2,Visual,Perception,Healthy,0.0,94108833435,87.6 GB,openneuro,"Multisubject, multimodal face processing",meg,"[{""val"": 394, ""count"": 96}]","[{""val"": 1100.0, ""count"": 96}]",CC0,doi:10.18112/openneuro.ds000117.v1.1.0,77.0
ds000246,2,3,2,Auditory,Perception,Healthy,0.0,2457671893,2.3 GB,openneuro,MEG-BIDS Brainstorm data sample,meg,"[{""val"": 340, ""count"": 2}, {""val"": 301, ""count"": 1}]","[{""val"": 2400.0, ""count"": 3}]",CC0,doi:10.18112/openneuro.ds000246.v1.0.1,1.0
ds000247,6,10,2,Resting State,Resting-state,Healthy,0.0,11024087953,10.3 GB,openneuro,MEG-BIDS OMEGA RestingState_sample,meg,"[{""val"": 297, ""count"": 5}, {""val"": 330, ""count"": 3}, {""val"": 300, ""count"": 2}]","[{""val"": 2400.0, ""count"": 10}]",CC0,doi:10.18112/openneuro.ds000247.v1.0.2,3.0
ds000248,2,3,2,Multisensory,Attention,Healthy,0.0,186216741,177.6 MB,openneuro,MNE-Sample-Data,meg,"[{""val"": 376, ""count"": 1}, {""val"": 315, ""count"": 1}]","[{""val"": 600.614990234375, ""count"": 2}]",CC0,10.18112/openneuro.ds000248.v1.2.4,3.0
ds001785,18,54,3,,,,0.0,26701806128,24.9 GB,openneuro,Evidence accumulation relates to perceptual consciousness and monitoring,eeg,"[{""val"": 71, ""count"": 54}]","[{""val"": 1024.0, ""count"": 53}, {""val"": 1000.0, ""count"": 1}]",CC0,10.18112/openneuro.ds001785.v1.1.1,2.0
ds001787,24,40,1,,,,0.0,6112012191,5.7 GB,openneuro,EEG meditation study,eeg,"[{""val"": 79, ""count"": 40}]","[{""val"": 256.0, ""count"": 40}]",CC0,doi:10.18112/openneuro.ds001787.v1.1.1,6.0
ds001810,47,263,1,,,,0.0,49117378796,45.7 GB,openneuro,"EEG study of the attentional blink; before, during, and after transcranial Direct Current Stimulation (tDCS)",eeg,"[{""val"": 73, ""count"": 263}]","[{""val"": 512.0, ""count"": 263}]",CC0,10.18112/openneuro.ds001810.v1.1.0,6.0
ds001849,20,120,1,,,,0.0,47790430570,44.5 GB,openneuro,RS_TMSEEG_Data,eeg,"[{""val"": 30, ""count"": 120}]","[{""val"": 5000.0, ""count"": 120}]",CC0,10.18112/openneuro.ds001849.v1.0.2,1.0
ds001971,20,273,1,,,,0.0,34339201028,32.0 GB,openneuro,Audiocue walking study,eeg,"[{""val"": 115, ""count"": 206}, {""val"": 112, ""count"": 67}]","[{""val"": 512.0, ""count"": 273}]",Creative commons,10.18112/openneuro.ds001971.v1.1.1,2.0
ds002001,11,69,2,Unknown,Unknown,Unknown,0.0,87694131395,81.7 GB,openneuro,Rivalry_Tagging,meg,[],"[{""val"": 2400.0, ""count"": 69}]",PD,10.18112/openneuro.ds002001.v1.0.0,3.0
ds002034,14,167,4,,,,0.0,10842685064,10.1 GB,openneuro,Real-time EEG feedback on alpha power lateralization leads to behavioral improvements in a covert attention task,eeg,"[{""val"": 81, ""count"": 167}]","[{""val"": 512.0, ""count"": 167}]",CC0,doi:10.18112/openneuro.ds002034.v1.0.3,7.0
ds002094,20,43,3,,,,0.0,42339775606,39.4 GB,openneuro,Single-pulse open-loop TMS-EEG dataset,eeg,"[{""val"": 30, ""count"": 43}]","[{""val"": 5000.0, ""count"": 43}]",CC0,,30.0
ds002158,20,117,1,,,,0.0,82185122527,76.5 GB,openneuro,Disentangling the origins of confidence in speeded perceptual judgments through multimodal imaging,eeg,"[{""val"": 64, ""count"": 117}]","[{""val"": 5000.0, ""count"": 117}]",CC0,10.18112/openneuro.ds002158.v1.0.2,1.0
ds002181,226,226,1,Visual,Resting-state,Development,0.0,158221569,150.9 MB,openneuro,CRYPTO and PROVIDE EEG Baseline Data,eeg,"[{""val"": 125, ""count"": 226}]","[{""val"": 500.0, ""count"": 226}]",CC0,mockDOI,1.0
ds002218,18,18,1,,,,0.0,2089143297,1.9 GB,openneuro,Auditory and Visual Rhythm Omission EEG,eeg,"[{""val"": 32, ""count"": 18}]","[{""val"": 256.0, ""count"": 18}]",CC0,mockDOI,1.0
ds002312,19,23,1,Unknown,Unknown,Unknown,0.0,36600686939,34.1 GB,openneuro,OcularLDT,meg,"[{""val"": 257, ""count"": 23}]","[{""val"": 1000.0, ""count"": 15}]",CC0,10.18112/openneuro.ds002312.v1.0.0,
ds002336,10,54,6,,,,0.0,18046628207,16.8 GB,openneuro,A multi-modal human neuroimaging dataset for data integration: simultaneous EEG and fMRI acquisition during a motor imagery neurofeedback task: XP1,eeg,"[{""val"": 64, ""count"": 54}]","[{""val"": 5000.0, ""count"": 54}]",CC0,10.18112/openneuro.ds002336.v2.0.2,4.0
ds002338,17,85,4,,,,0.0,26024158019,24.2 GB,openneuro,A multi-modal human neuroimaging dataset for data integration: simultaneous EEG and fMRI acquisition during a motor imagery neurofeedback task: XP2,eeg,"[{""val"": 64, ""count"": 85}]","[{""val"": 5000.0, ""count"": 85}]",CC0,10.18112/openneuro.ds002338.v2.0.1,11.0
ds002550,22,377,2,Visual,Memory,Healthy,0.0,179848999649,167.5 GB,openneuro,Differential brain mechanisms of selection and maintenance of information during working memory (MEG data),meg,"[{""val"": 308, ""count"": 367}, {""val"": 307, ""count"": 8}, {""val"": 304, ""count"": 2}]","[{""val"": 1200.0, ""count"": 374}, {""val"": 12000.0, ""count"": 3}]",CC0,10.18112/openneuro.ds002550.v1.0.1,0.0
ds002578,2,2,1,,,,0.0,1429242343,1.3 GB,openneuro,Visual Oddball Task (256 channels),eeg,"[{""val"": 256, ""count"": 2}]","[{""val"": 256.0, ""count"": 2}]",CC0,10.18112/openneuro.ds002578.v1.1.0,1.0
ds002680,14,350,1,,,,0.0,9902131689,9.2 GB,openneuro,Go-nogo categorization and detection task,eeg,"[{""val"": 31, ""count"": 350}]","[{""val"": 1000.0, ""count"": 350}]",CC0,10.18112/openneuro.ds002680.v1.2.0,5.0
ds002691,20,20,1,,,,0.0,814480634,776.7 MB,openneuro,Internal attention study,eeg,"[{""val"": 32, ""count"": 20}]","[{""val"": 250.0, ""count"": 20}]",CC0,10.18112/openneuro.ds002691.v1.1.0,2.0
ds002712,25,82,1,Visual,Perception,Healthy,0.0,109278657976,101.8 GB,openneuro,Numbers and Letters,meg,"[{""val"": 312, ""count"": 79}, {""val"": 361, ""count"": 2}, {""val"": 314, ""count"": 1}]","[{""val"": 1000.0, ""count"": 82}]",CC0,10.18112/openneuro.ds002712.v1.0.1,1.0
ds002718,18,18,1,,,,0.0,4623904945,4.3 GB,openneuro,Face processing EEG dataset for EEGLAB,eeg,"[{""val"": 74, ""count"": 18}]","[{""val"": 250.0, ""count"": 18}]",CC0,doi:10.18112/openneuro.ds002718.v1.1.0,11.0
ds002720,18,165,0,,,,0.0,2563670728,2.4 GB,openneuro,A  dataset  recorded  during  development  of a  tempo-based  brain-computer  music  interface,eeg,"[{""val"": 19, ""count"": 165}]","[{""val"": 1000.0, ""count"": 165}]",CC0,10.18112/openneuro.ds002720.v1.0.1,1.0
ds002721,31,185,0,,,,0.0,3598850279,3.4 GB,openneuro,An EEG dataset recorded during affective music listening,eeg,"[{""val"": 19, ""count"": 185}]","[{""val"": 1000.0, ""count"": 185}]",CC0,10.18112/openneuro.ds002721.v1.0.2,10.0
ds002722,19,94,0,,,,0.0,6545791966,6.1 GB,openneuro,A dataset recorded during development of an affective brain-computer music interface: calibration session,eeg,"[{""val"": 37, ""count"": 94}]","[{""val"": 1000.0, ""count"": 94}]",CC0,10.18112/openneuro.ds002722.v1.0.1,2.0
ds002723,8,44,0,,,,0.0,2789434877,2.6 GB,openneuro,A dataset recorded during development of an affective brain-computer music interface: testing session,eeg,"[{""val"": 37, ""count"": 44}]","[{""val"": 1000.0, ""count"": 44}]",CC0,10.18112/openneuro.ds002723.v1.1.0,1.0
ds002724,10,96,0,,,,0.0,9147071936,8.5 GB,openneuro,A dataset recorded during development of an affective brain-computer music interface: training sessions,eeg,"[{""val"": 37, ""count"": 96}]","[{""val"": 1000.0, ""count"": 96}]",CC0,10.18112/openneuro.ds002724.v1.0.1,1.0
ds002725,21,105,5,,,,0.0,16445696685,15.3 GB,openneuro,A dataset recording joint EEG-fMRI during affective music listening,eeg,"[{""val"": 46, ""count"": 105}]","[{""val"": 1000.0, ""count"": 105}]",CC0,10.18112/openneuro.ds002725.v1.0.0,2.0
ds002761,25,249,2,Visual,Memory,Healthy,0.0,1758242,1.7 MB,openneuro,memoryreplay,meg,"[{""val"": 306, ""count"": 249}]","[{""val"": 600.0, ""count"": 249}]",CC0,doi:10.18112/openneuro.ds002761.v1.1.2,1.0
ds002778,31,46,1,,,,0.0,571470906,545.0 MB,openneuro,UC San Diego Resting State EEG Data from Patients with Parkinson's Disease,eeg,"[{""val"": 41, ""count"": 46}]","[{""val"": 512.0, ""count"": 46}]",CC0,doi:10.18112/openneuro.ds002778.v1.0.5,42.0
ds002791,23,92,0,Unknown,Unknown,Unknown,0.0,50562457196,47.1 GB,openneuro,DataSet1,eeg,"[{""val"": 256, ""count"": 80}, {""val"": 257, ""count"": 12}]","[{""val"": 1000.0, ""count"": 92}]",CC0,10.18112/openneuro.ds002791.v1.0.0,0.0
ds002814,21,168,1,,,,0.0,29779119341,27.7 GB,openneuro,A Multimodal Neuroimaging Dataset to Study Spatiotemporal Dynamics of Visual Processing in Humans,eeg,"[{""val"": 72, ""count"": 168}]","[{""val"": 1200.0, ""count"": 168}]",CC0,doi:10.18112/openneuro.ds002814.v1.3.0,4.0
ds002833,20,80,1,,,,0.0,42698181625,39.8 GB,openneuro,DataSet2,eeg,"[{""val"": 257, ""count"": 80}]","[{""val"": 1000.0, ""count"": 80}]",CC0,10.18112/openneuro.ds002833.v1.0.0,0.0
ds002885,2,7,4,Other,Other,Other,0.0,21543178912,20.1 GB,openneuro,DBS Phantom Recordings,meg,"[{""val"": 306, ""count"": 4}, {""val"": 314, ""count"": 3}]","[{""val"": 19200.0, ""count"": 4}, {""val"": 3000.0, ""count"": 3}]",CC0,10.18112/openneuro.ds002885.v1.0.1,1.0
ds002893,49,52,1,,,,0.0,8262777491,7.7 GB,openneuro,Auditory-Visual Shift Study,eeg,"[{""val"": 36, ""count"": 52}]","[{""val"": 250.0, ""count"": 42}, {""val"": 250.0293378038558, ""count"": 10}]",CC0,doi:10.18112/openneuro.ds002893.v2.0.0,1.0
ds002908,13,53,1,Unknown,Unknown,Unknown,0.0,64199908375,59.8 GB,openneuro,Human MEG recordings during sequential conflict task,meg,"[{""val"": 299, ""count"": 53}]","[{""val"": 2400.0, ""count"": 53}]",CC0,10.18112/openneuro.ds002908.v1.0.0,1.0
ds003004,34,34,1,,,,0.0,38704522994,36.0 GB,openneuro,Imagined Emotion Study,eeg,"[{""val"": 219, ""count"": 3}, {""val"": 224, ""count"": 3}, {""val"": 212, ""count"": 2}, {""val"": 221, ""count"": 2}, {""val"": 214, ""count"": 2}, {""val"": 134, ""count"": 1}, {""val"": 209, ""count"": 1}, {""val"": 218, ""count"": 1}, {""val"": 215, ""count"": 1}, {""val"": 235, ""count"": 1}, {""val"": 201, ""count"": 1}, {""val"": 211, ""count"": 1}, {""val"": 189, ""count"": 1}, {""val"": 208, ""count"": 1}, {""val"": 229, ""count"": 1}, {""val"": 220, ""count"": 1}, {""val"": 232, ""count"": 1}, {""val"": 222, ""count"": 1}, {""val"": 231, ""count"": 1}, {""val"": 226, ""count"": 1}, {""val"": 207, ""count"": 1}, {""val"": 206, ""count"": 1}, {""val"": 213, ""count"": 1}, {""val"": 180, ""count"": 1}, {""val"": 196, ""count"": 1}, {""val"": 223, ""count"": 1}, {""val"": 227, ""count"": 1}]","[{""val"": 256.0, ""count"": 34}]",CC0,doi:10.18112/openneuro.ds003004.v1.1.1,7.0
ds003029,35,106,1,Other,Clinical/Intervention,Epilepsy,0.0,11083752416,10.3 GB,openneuro,Epilepsy-iEEG-Multicenter-Dataset,ieeg,"[{""val"": 129, ""count"": 30}, {""val"": 132, ""count"": 8}, {""val"": 135, ""count"": 6}, {""val"": 88, ""count"": 6}, {""val"": 147, ""count"": 6}, {""val"": 123, ""count"": 6}, {""val"": 101, ""count"": 5}, {""val"": 91, ""count"": 4}, {""val"": 98, ""count"": 4}, {""val"": 110, ""count"": 3}, {""val"": 53, ""count"": 3}, {""val"": 81, ""count"": 3}, {""val"": 99, ""count"": 3}, {""val"": 60, ""count"": 3}, {""val"": 111, ""count"": 3}, {""val"": 80, ""count"": 3}, {""val"": 89, ""count"": 3}, {""val"": 86, ""count"": 3}, {""val"": 65, ""count"": 2}, {""val"": 216, ""count"": 1}, {""val"": 47, ""count"": 1}]","[{""val"": 1000.0, ""count"": 56}, {""val"": 999.4121105232217, ""count"": 13}, {""val"": 249.85355222464145, ""count"": 10}, {""val"": 999.9999999999999, ""count"": 9}, {""val"": 499.7071044492829, ""count"": 7}, {""val"": 1000.0000000000001, ""count"": 7}, {""val"": 2000.0000000000002, ""count"": 3}, {""val"": 1024.5997950800408, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds003029.v1.0.5,19.0
ds003039,19,19,1,,,,0.0,8401128487,7.8 GB,openneuro,free walking study,eeg,"[{""val"": 67, ""count"": 19}]","[{""val"": 500.0, ""count"": 19}]",CC0,doi:10.18112/openneuro.ds003039.v1.0.2,2.0
ds003061,13,39,1,,,,0.0,2421802195,2.3 GB,openneuro,EEG data from an auditory oddball task,eeg,"[{""val"": 79, ""count"": 39}]","[{""val"": 256.0, ""count"": 39}]",CC0,doi:10.18112/openneuro.ds003061.v1.1.0,4.0
ds003078,6,72,1,Unknown,Clinical/Intervention,Surgery,0.0,11761361020,11.0 GB,openneuro,PROBE iEEG,ieeg,[],[],CC0,10.18112/openneuro.ds003078.v1.0.0,1.0
ds003082,2,3,2,Unknown,Unknown,Unknown,0.0,14215257908,13.2 GB,openneuro,Auditory Cortex Mapping Dataset,meg,"[{""val"": 300, ""count"": 2}, {""val"": 306, ""count"": 1}]","[{""val"": 12000.0, ""count"": 2}, {""val"": 2400.0, ""count"": 1}]",CC0,10.18112/openneuro.ds003082.v1.0.0,5.0
ds003104,1,1,1,Tactile,Perception,Unknown,0.0,349944649,333.7 MB,openneuro,MNE-somato-data-bids (anonymized),meg,"[{""val"": 316, ""count"": 1}]","[{""val"": 300.3074951171875, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds003104.v1.0.1,0.0
ds003190,19,384,2,,,,0.0,1079425010,1.0 GB,openneuro,Assesment of the visual stimuli properties in P300 paradigm,eeg,"[{""val"": 9, ""count"": 382}, {""val"": 10, ""count"": 2}]","[{""val"": 256.0, ""count"": 384}]",CC0,10.18112/openneuro.ds003190.v1.0.1,4.0
ds003194,15,29,2,,,,0.0,198333437,189.1 MB,openneuro,Neuroepo multisession,eeg,"[{""val"": 19, ""count"": 24}, {""val"": 20, ""count"": 4}, {""val"": 21, ""count"": 1}]","[{""val"": 200.0, ""count"": 29}]",CC0,10.18112/openneuro.ds003194.v1.0.3,3.0
ds003195,10,20,2,,,,0.0,126957087,121.1 MB,openneuro,Placebo Neuroepo multisession,eeg,"[{""val"": 19, ""count"": 20}]","[{""val"": 200.0, ""count"": 20}]",CC0,10.18112/openneuro.ds003195.v1.0.3,3.0
ds003343,20,59,1,,,,0.0,695587039,663.4 MB,openneuro,Disentangling the percepts of illusory movement and sensory stimulation during tendon vibration in the EEG,eeg,"[{""val"": 20, ""count"": 59}]","[{""val"": 500.0, ""count"": 59}]",CC0,10.18112/openneuro.ds003343.v2.0.1,1.0
ds003352,18,138,1,Visual,Perception,Unknown,0.0,230092820068,214.3 GB,openneuro,1 - Light Pink Spiral,meg,"[{""val"": 323, ""count"": 138}]","[{""val"": 1000.0, ""count"": 138}]",CC0,10.18112/openneuro.ds003352.v1.0.0,4.0
ds003374,9,18,1,Visual,Affect,Epilepsy,0.0,175461388,167.3 MB,openneuro,Dataset of neurons and intracranial EEG from human amygdala during aversive dynamic visual stimulation,ieeg,"[{""val"": 4, ""count"": 10}, {""val"": 2, ""count"": 8}]","[{""val"": 2000.0, ""count"": 18}]",CC0,10.18112/openneuro.ds003374.v1.1.1,4.0
ds003380,1,5,0,,,,0.0,20614209,19.7 MB,openneuro,"Corticothalamic communication under analgesia, sedation and gradual ischemia: a multimodal model of controlled gradual cerebral ischemia in pig",eeg,[],[],CC0,10.18112/openneuro.ds003380.v1.0.0,
ds003392,12,33,2,Visual,Perception,Healthy,0.0,10818491467,10.1 GB,openneuro,NeuroSpin hMT+ Localizer DATA (MEG & aMRI),meg,"[{""val"": 320, ""count"": 22}]","[{""val"": 2000.0, ""count"": 22}]",CC0,10.18112/openneuro.ds003392.v1.0.4,0.0
ds003420,23,92,0,Visual,Other,Healthy,0.0,50565140405,47.1 GB,openneuro,HD-EEGtask(Dataset 1),eeg,"[{""val"": 256, ""count"": 80}, {""val"": 257, ""count"": 12}]","[{""val"": 1000.0, ""count"": 92}]",CC0,10.18112/openneuro.ds003420.v1.0.2,1.0
ds003421,20,80,1,,,,0.0,42498451545,39.6 GB,openneuro,HD-EEGtask(Dataset 2),eeg,"[{""val"": 257, ""count"": 80}]","[{""val"": 1000.0, ""count"": 80}]",CC0,10.18112/openneuro.ds003421.v1.0.2,3.0
ds003458,23,23,1,,,,0.0,5065148524,4.7 GB,openneuro,EEG: Three armed bandit gambling task,eeg,"[{""val"": 66, ""count"": 19}, {""val"": 64, ""count"": 4}]","[{""val"": 500.0, ""count"": 23}]",CC0,10.18112/openneuro.ds003458.v1.1.0,0.0
ds003474,122,122,1,,,,0.0,17867698098,16.6 GB,openneuro,EEG: Probabilistic Selection and Depression,eeg,"[{""val"": 66, ""count"": 72}, {""val"": 67, ""count"": 50}]","[{""val"": 500.0, ""count"": 122}]",CC0,10.18112/openneuro.ds003474.v1.1.0,9.0
ds003478,122,243,1,,,,0.0,11430503904,10.6 GB,openneuro,EEG: Depression rest,eeg,"[{""val"": 66, ""count"": 133}, {""val"": 67, ""count"": 110}]","[{""val"": 500.0, ""count"": 243}]",CC0,10.18112/openneuro.ds003478.v1.1.0,22.0
ds003483,21,41,2,Unknown,Unknown,Unknown,0.0,26285775768,24.5 GB,openneuro,Logical reasoning study,meg,"[{""val"": 320, ""count"": 41}]","[{""val"": 1000.0, ""count"": 41}]",CC0,10.18112/openneuro.ds003483.v1.0.2,3.0
ds003490,50,75,1,,,,0.0,6276604033,5.8 GB,openneuro,EEG: 3-Stim Auditory Oddball and Rest in Parkinson's,eeg,"[{""val"": 67, ""count"": 75}]","[{""val"": 500.0, ""count"": 75}]",CC0,10.18112/openneuro.ds003490.v1.1.0,13.0
ds003498,20,385,0,Resting State,Clinical/Intervention,Epilepsy,0.0,48030875385,44.7 GB,openneuro,interictal iEEG during slow-wave sleep with HFO markings,ieeg,"[{""val"": 64, ""count"": 146}, {""val"": 40, ""count"": 73}, {""val"": 42, ""count"": 43}, {""val"": 74, ""count"": 35}, {""val"": 16, ""count"": 29}, {""val"": 50, ""count"": 28}, {""val"": 52, ""count"": 13}, {""val"": 48, ""count"": 13}, {""val"": 30, ""count"": 5}]","[{""val"": 2000.0, ""count"": 385}]",CC0,10.18112/openneuro.ds003498.v1.0.1,3.0
ds003505,19,37,2,,,,0.0,31105987628,29.0 GB,openneuro,VEPCON: Source imaging of high-density visual evoked potentials with multi-scale brain parcellations and connectomes,eeg,"[{""val"": 128, ""count"": 37}]","[{""val"": 2048.0, ""count"": 37}]",CC0,doi:10.18112/openneuro.ds003505.v1.1.1,5.0
ds003506,56,84,1,,,,0.0,17399670602,16.2 GB,openneuro,EEG: Reinforcement Learning in Parkinson's,eeg,"[{""val"": 67, ""count"": 84}]","[{""val"": 500.0, ""count"": 84}]",CC0,10.18112/openneuro.ds003506.v1.1.0,4.0
ds003509,56,84,1,,,,0.0,23987498608,22.3 GB,openneuro,EEG: Simon Conflict in Parkinson's,eeg,"[{""val"": 67, ""count"": 84}]","[{""val"": 500.0, ""count"": 84}]",CC0,10.18112/openneuro.ds003509.v1.1.0,5.0
ds003516,25,25,1,,,,0.0,8152002419,7.6 GB,openneuro,EEG: Attended Speaker Paradigm (Own Name in Ignored Stream),eeg,"[{""val"": 49, ""count"": 25}]","[{""val"": 500.0, ""count"": 25}]",CC0,10.18112/openneuro.ds003516.v1.1.1,3.0
ds003517,17,34,1,,,,0.0,6262665570,5.8 GB,openneuro,EEG: Continuous gameplay of an 8-bit style video game,eeg,"[{""val"": 65, ""count"": 34}]","[{""val"": 500.0, ""count"": 34}]",CC0,10.18112/openneuro.ds003517.v1.1.0,5.0
